"","API_Number","Document.Number","Receive.Date","Operator.Number","Operator","Address","City","State","Zip.Code","API.State.Code","API.County.Code","API.Sequence.Number","Well.Name","Well.Number","Qtr.Qtr","Section","Township","Range","Shut.In.Injection.well","Last.approved.MIT","Test.Type","Describe.Repairs.or.Other.Activities.","Injection.Producing.Zones","Perforation.Interval","Open.Hole.Interval","Bridge.Cement.Plug.Depth","Test.Date","Well.Status.during.test","Casing.Before","Initial.Tubing","Final.Tubing","Start.Casing","X5.Min.Casing","X10.Min.Casing","Final.Casing","Loss.or.Gain","Witness","Date.Submitted","Form.Status","Status.Date","Latitude","Longitude","Utm_X","Utm_Y"
"5563","05-123-23219",401039286,"5/2/2016 9:24:07",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23219","VOLCIC                             ","3-27           ","SWNW  ",27,"2N    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-MIT TO MAINTAIN SHUT-IN STATUS","JNBCD ","7490-7584 7716-7729 8164-8206 ","                         ","7445  ","4/29/2016 0:00:00","SI",0,0,0,350,350,350,350,0,"Y","5/2/2016 9:24:07","APPROVED  ","5/3/2016 9:34:43",40.11209,-104.76904,519682,4440224
"5564","05-123-23262",200402924,"4/24/2014 0:00:00",10071,"BARRETT CORPORATION* BILL                         ","1099 18TH ST STE 2300                             ","DENVER                        ","CO","80202     ","05","123","23262","INDIAN TREE                        ","32-9           ","SWNE  ",9,"6N    ","66W    ","","","SI/TA MAINTENANCE STATUS","-MECHANICAL INTEGRITY TEST","NB-CD ","","","NA    ","4/24/2014 0:00:00","SI",100,NA,NA,520,509,505,505,-15,"Y","4/24/2014 0:00:00","APPROVED  ","5/12/2014 0:00:00",40.50421,-104.78019,518624,4483745
"5565","05-123-23263",200402925,"4/24/2014 0:00:00",10071,"BARRETT CORPORATION* BILL                         ","1099 18TH ST STE 2300                             ","DENVER                        ","CO","80202     ","05","123","23263","INDIAN TREE                        ","42-9           ","SENE  ",9,"6N    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","","","6966  ","4/24/2014 0:00:00","SI",225,NA,NA,500,500,500,500,0,"Y","4/24/2014 0:00:00","APPROVED  ","4/24/2014 0:00:00",40.50421,-104.77543,519028,4483746
"5566","05-123-23289",1726807,"12/15/2014 0:00:00",100322,"NOBLE ENERGY INC                                  ","1625 BROADWAY STE 2200                            ","DENVER                        ","CO","80202     ","05","123","23289","LANA Y                             ","17-14JI        ","SESW  ",17,"2N    ","64W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Cut Csg @ ~ 3376 - pulled Csg + replaced w/new SB-80 4.5"" 11.6 Csg - Cemented annulus w/75 Sks of class G + 435 sks of Extendacem F/3380 - T/1010'","CODL  ","7088-7101                     ","                         ","7034  ","12/9/2014 0:00:00","SI",0,0,0,600,600,600,600,0,"Y","12/10/2014 0:00:00","APPROVED  ","2/25/2015 13:27:38",40.13248,-104.57837,535921,4442547
"5567","05-123-23326",401285202,"5/17/2017 9:28:51",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23326","MOSER                              ","11-28          ","NESW  ",28,"3N    ","65W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-MIT TO MAINTAIN SHUT-IN STATUS","NB-CD ","6898-7062 7184-7198           ","                         ","6825  ","4/13/2017 0:00:00","SI",0,0,0,352,350,349,348,-4,"N","5/17/2017 9:28:51","APPROVED  ","1/18/2018 13:47:23",40.19461,-104.67083,528018,4449409
"5568","05-123-23403",402341833,"3/13/2020 9:51:56",69175,"PDC ENERGY INC                                    ","1775 SHERMAN STREET - STE 3000                    ","DENVER                        ","CO","80203     ","05","123","23403","PETERSON                           ","5              ","SESE  ",14,"5N    ","64W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6390-6570, 6654-6668          ","                         ","6340  ","3/5/2020 0:00:00","SI",0,NA,NA,510,509,509,509,-1,"N","3/13/2020 9:51:56","APPROVED  ","4/15/2020 8:52:30",40.395237,-104.512794,541347,4471740
"5569","05-123-23446",400999665,"3/3/2016 10:12:58",100322,"NOBLE ENERGY INC                                  ","1625 BROADWAY STE 2200                            ","DENVER                        ","CO","80202     ","05","123","23446","HUNT K FEDERAL                     ","33-19          ","SWNW  ",33,"4N    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-This was a preemptive MIT done as an ongoing test of Noble wells.","NB-CD ","7062-7154, 7371-7386          ","                         ","7008  ","2/11/2016 0:00:00","TA",0,NA,NA,976,1018,1027,1040,64,"N","3/3/2016 10:12:58","Failed    ","3/3/2016 10:12:58",40.27099,-104.79017,517840,4457856
"5570","05-123-23449",401936863,"2/12/2019 12:14:03",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23449","NYGREN                             ","4-19           ","NWNW  ",19,"4N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","CODL  ","7208 - 7228                   ","                         ","7115  ","2/12/2019 0:00:00","SI",0,0,0,480,480,480,480,0,"N","2/12/2019 12:14:03","APPROVED  ","2/27/2019 11:24:14",40.3051,-104.93997,505101,4461623
"5571","05-123-23476",401978604,"3/20/2019 8:35:41",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23476","CHANDLER                           ","8-19           ","SENE  ",19,"4N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","6966-7304                     ","                         ","6930  ","3/18/2019 0:00:00","SI",0,0,0,429,427,425,425,-4,"N","3/20/2019 8:35:41","APPROVED  ","4/30/2019 7:27:06",40.3003,-104.9247,506399,4461091
"5572","05-123-23477",402049732,"5/20/2019 16:45:43",10459,"EXTRACTION OIL & GAS INC                          ","370 17TH STREET SUITE 5300                        ","DENVER                        ","CO","80202     ","05","123","23477","MILLER                             ","43-17J         ","NESE  ",17,"2N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Perform pressure test on casing.","J-CDL ","7490 - 7938                   ","                         ","7440  ","5/19/2019 0:00:00","SI",0,0,0,353,356,356,356,3,"N","5/20/2019 16:45:43","APPROVED  ","5/21/2019 14:44:56",40.136559,-104.907421,507887,4442918
"5573","05-123-23484",401845912,"11/19/2018 16:52:20",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1001 17TH STREET #2000                            ","DENVER                        ","CO","80202     ","05","123","23484","GREAT WESTERN                      ","26-22          ","SENW  ",26,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6794-7130                     ","                         ","6695  ","11/16/2018 0:00:00","TA",12,0,0,410,408,408,408,-2,"N","11/19/2018 16:52:20","APPROVED  ","11/26/2018 13:51:30",40.45939,-104.86328,511592,4478756
"5574","05-123-23485",401845870,"11/19/2018 16:51:07",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1001 17TH STREET #2000                            ","DENVER                        ","CO","80202     ","05","123","23485","GREAT WESTERN                      ","26-12          ","SENW  ",26,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","7026-7352                     ","                         ","6950  ","11/16/2018 0:00:00","TA",14,0,0,411,409,408,407,-4,"N","11/19/2018 16:51:07","APPROVED  ","11/26/2018 13:51:27",40.45939,-104.86336,511585,4478756
"5575","05-123-23506",401982191,"3/22/2019 12:40:51",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23506","NYGREN                             ","7-19           ","SWNE  ",19,"4N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","7014-7184  7313-7334          ","                         ","6988  ","3/22/2019 0:00:00","SI",0,0,0,393,395,391,391,-2,"N","3/22/2019 12:40:51","APPROVED  ","4/24/2019 13:35:56",40.30075,-104.9295,505991,4461141
"5576","05-123-23566",2362507,"6/4/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23566","PRONGHORN                          ","14-8           ","SWSW  ",8,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","5974-6142                     ","                         ","5924  ","5/23/2014 0:00:00","TA",0,0,0,509,501,501,500,-9,"N","6/3/2014 0:00:00","APPROVED  ","10/12/2015 11:20:56",40.41033,-104.24042,564448,4473578
"5577","05-123-23567",200406670,"6/3/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23567","PRONGHORN                          ","43-6           ","NESE  ",6,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","5972 - 5988                   ","NA                       ","5908  ","5/8/2014 0:00:00","TA",0,NA,NA,545,540,551,563,18,"N","5/23/2014 0:00:00","APPROVED  ","6/3/2014 0:00:00",40.42833,-104.24603,563955,4475572
"5578","05-123-23573",401845987,"11/19/2018 16:55:51",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1001 17TH STREET #2000                            ","DENVER                        ","CO","80202     ","05","123","23573","GREAT WESTERN                      ","26-21          ","NENW  ",26,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6852-7170                     ","                         ","6753  ","11/16/2018 0:00:00","TA",16,20,0,433,432,430,429,-4,"N","11/19/2018 16:55:51","APPROVED  ","11/26/2018 14:11:06",40.46288,-104.861895,511709,4479144
"5579","05-123-23574",401845962,"11/19/2018 16:54:37",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1001 17TH STREET #2000                            ","DENVER                        ","CO","80202     ","05","123","23574","GREAT WESTERN                      ","26-11          ","NENW  ",26,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","7062-7392                     ","                         ","6940  ","11/16/2018 0:00:00","TA",21,0,0,420,419,417,416,-4,"N","11/19/2018 16:54:37","APPROVED  ","11/26/2018 14:02:53",40.462812,-104.861896,511709,4479136
"5580","05-123-23575",401845927,"11/19/2018 16:53:27",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1001 17TH STREET #2000                            ","DENVER                        ","CO","80202     ","05","123","23575","GREAT WESTERN                      ","26-52          ","NENW  ",26,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6950-7283                     ","                         ","6850  ","11/16/2018 0:00:00","TA",20,0,0,414,413,412,411,-3,"N","11/19/2018 16:53:27","APPROVED  ","11/26/2018 14:02:51",40.462744,-104.861898,511708,4479128
"5581","05-123-23626",401966256,"3/8/2019 14:31:49",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23626","WARNER W                           ","13-9           ","NESE  ",13,"2N    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","CODL  ","7442-7426                     ","                         ","7340  ","3/6/2019 0:00:00","SI",0,0,0,395,393,392,391,-4,"N","3/8/2019 14:31:49","APPROVED  ","3/19/2019 15:16:21",40.137188,-104.717705,524048,4443022
"5582","05-123-23647",401066396,"6/21/2016 14:33:45",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23647","WAGNER                             ","2-25           ","SWNE  ",25,"3N    ","68W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-MIT TO MAINTAIN SHUT-IN STATUS","NB-CD ","7112-7248 7376-7396           ","                         ","6850  ","6/21/2016 0:00:00","SI",0,0,0,360,360,360,360,0,"Y","6/21/2016 14:33:45","APPROVED  ","9/2/2016 9:43:25",40.20005,-104.94731,504484,4449963
"5583","05-123-23679",401011216,"3/17/2016 16:02:37",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23679","SARCHET                            ","41-23          ","SENE  ",23,"3N    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-MAINTAIN SHUT-IN STATUS","NB-CD ","7225 - 7512                   ","                         ","7150  ","3/15/2016 0:00:00","SI",0,0,0,395,395,395,395,0,"Y","3/17/2016 16:02:37","APPROVED  ","3/18/2016 12:51:01",40.21262,-104.73693,522386,4451390
"5584","05-123-23688",401786896,"10/8/2018 9:49:15",69175,"PDC ENERGY INC                                    ","1775 SHERMAN STREET - STE 3000                    ","DENVER                        ","CO","80203     ","05","123","23688","MAXEY HOFF                         ","2              ","NWSW  ",19,"5N    ","64W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6848-6910                     ","                         ","6604  ","9/18/2018 0:00:00","TA",0,0,0,504,503,503,503,-1,"N","10/8/2018 9:49:15","APPROVED  ","11/26/2018 8:10:29",40.38227,-104.59903,534035,4470264
"5585","05-123-23713",400947071,"12/3/2015 11:47:11",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23713","BELLA FEDERAL                      ","8-7            ","SENE  ",7,"3N    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-SHUT-IN PRODUCTION FOR 2 YEARS, MIT TO RETURN TO PRODUCTION","JNBCD ","7032-7200 7314-7330 7762-7810 ","                         ","7020  ","12/3/2015 0:00:00","SI",0,0,0,707,706,705,705,-2,"Y","12/3/2015 11:47:11","APPROVED  ","12/7/2015 16:02:47",40.241121,-104.813084,515899,4454537
"5586","05-123-23716",400963784,"1/4/2016 16:51:39",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23716","GREEN XX                           ","8-6            ","SENW  ",8,"1N    ","65W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-WELL WILL BE USED AS A MONITOR WELL AND WEILL BE SHUT-IN DURING TEST","DKTA  ","7980 - 8056                   ","                         ","7950  ","1/4/2016 0:00:00","SI",0,0,0,506,504,503,501,NA,"N","1/4/2016 16:51:39","APPROVED  ","1/5/2016 11:03:29",40.06762,-104.690144,526423,4435308
"5587","05-123-23718",400969511,"1/12/2016 13:04:41",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23718","GREEN XX                           ","8-4            ","NWNW  ",8,"1N    ","65W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-MIT OF WELL BEFORE TURNING INTO A MONITORING WELL.  WILL BE SHUT-IN OVER 2 YEARS.","JSND  ","7814-7382                     ","                         ","7750  ","1/11/2016 0:00:00","SI",0,0,0,574,572,571,570,NA,"N","1/12/2016 13:04:41","APPROVED  ","1/29/2016 8:35:49",40.071737,-104.694917,526015,4435764
"5588","05-123-23727",401033869,"4/21/2016 16:30:48",100322,"NOBLE ENERGY INC                                  ","1625 BROADWAY STE 2200                            ","DENVER                        ","CO","80202     ","05","123","23727","FARR C                             ","18-25          ","NESW  ",18,"4N    ","64W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6878-7098                     ","                         ","6781  ","3/24/2016 0:00:00","SI",0,NA,NA,1499,1498,1497,1497,-2,"N","4/21/2016 16:30:48","APPROVED  ","4/28/2016 9:45:02",40.30868,-104.59735,534215,4462096
"5589","05-123-23744",401377781,"8/29/2017 12:53:09",46290,"K P KAUFFMAN COMPANY INC                          ","1675 BROADWAY, STE 2800                           ","DENVER                        ","CO"," 80202    ","05","123","23744","COLCLASURE                         ","42-21          ","SENE  ",21,"2N    ","68W    ","SHUT-IN             ","7/6/2012 0:00:00","SI/TA MAINTENANCE STATUS","-","SX-SN ","4346-4810                     ","                         ","4250  ","8/9/2017 0:00:00","SI",480,NA,NA,480,480,480,475,-5,"N","8/29/2017 12:53:09","APPROVED  ","12/27/2017 14:52:58",40.12683,-105.00133,499887,4441834
"5590","05-123-23744",200359988,"8/13/2012 0:00:00",46290,"K P KAUFFMAN COMPANY INC                          ","1675 BROADWAY, STE 2800                           ","DENVER                        ","CO","80202     ","05","123","23744","COLCLASURE                         ","42-21          ","SENE  ",21,"2N    ","68W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","SNSD  ","","","","7/6/2012 0:00:00","SI",0,0,0,520,520,520,520,0,"Y","8/13/2012 0:00:00","APPROVED  ","8/13/2012 0:00:00",40.12683,-105.00133,499887,4441834
"5591","05-123-23748",402271483,"12/26/2019 10:01:00",69175,"PDC ENERGY INC                                    ","1775 SHERMAN STREET - STE 3000                    ","DENVER                        ","CO","80203     ","05","123","23748","KIRBY                              ","43-36          ","NWSE  ",36,"1N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","JSND  ","8310-8342                     ","                         ","8251  ","9/9/2019 0:00:00","SI",0,0,0,515,514,514,514,-1,"N","12/26/2019 10:01:00","APPROVED  ","2/26/2020 9:46:23",40.006039,-104.8372,513895,4428440
"5592","05-123-23758",200412793,"9/24/2014 0:00:00",46290,"K P KAUFFMAN COMPANY INC                          ","1675 BROADWAY, STE 2800                           ","DENVER                        ","CO","80202     ","05","123","23758","BILLINGS                           ","21-7           ","NENW  ",7,"1N    ","68W    ","SHUT-IN             ","","5-YEAR UIC TEST","-","SX-SN ","","","4550' ","9/23/2014 0:00:00","TA",NA,NA,NA,500,500,500,500,0,"Y","9/23/2014 0:00:00","APPROVED  ","9/24/2014 0:00:00",40.07117,-105.04883,495836,4435658
"5593","05-123-23758",402190616,"10/2/2019 10:53:52",46290,"KP KAUFFMAN COMPANY INC                           ","1675 BROADWAY, STE 2800                           ","DENVER                        ","CO"," 80202    ","05","123","23758","BILLINGS                           ","21-7           ","NENW  ",7,"1N    ","68W    ","SHUT-IN             ","9/23/2014 0:00:00","SI/TA MAINTENANCE STATUS","-","SX-SN ","4584-5102                     ","                         ","4550  ","9/23/2019 0:00:00","SI",0,NA,NA,450,450,450,450,0,"N","10/2/2019 10:53:52","APPROVED  ","11/21/2019 8:16:20",40.07117,-105.04883,495836,4435658
"5594","05-123-23777",200406683,"6/4/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23777","PRONGHORN                          ","43-15          ","NESE  ",15,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","6090-6100                     ","NA                       ","6025  ","5/23/2014 0:00:00","TA",0,NA,NA,470,487,487,487,17,"N","5/23/2014 0:00:00","APPROVED  ","6/4/2014 0:00:00",40.39925,-104.188,568907,4472388
"5595","05-123-23778",200272144,"9/22/2010 0:00:00",24320,"DIAMOND OPERATING, INC.                           ","6666 GUNPARK DR  STE #200                         ","BOULDER                       ","CO","80301     ","05","123","23778","DUNBAR                             ","2              ","NWSW  ",4,"9N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","JSND  ","7354 - 7364                   ","","7265  ","9/8/2010 0:00:00","TA",NA,NA,NA,305,305,305,305,0,"Y","9/21/2010 0:00:00","APPROVED  ","9/22/2010 0:00:00",40.7763,-104.21702,566072,4514220
"5596","05-123-23778",1727173,"7/31/2015 0:00:00",24320,"DIAMOND OPERATING, INC.                           ","6666 GUNPARK DR  STE #200                         ","BOULDER                       ","CO","80301     ","05","123","23778","DUNBAR                             ","2              ","NWSW  ",4,"9N    ","61W    ","SHUT-IN             ","9/8/2010 0:00:00","SI/TA MAINTENANCE STATUS","-","JSND  ","7315-7319                     ","                         ","7265  ","7/20/2015 0:00:00","TA",0,0,0,363,363,363,363,0,"N","7/29/2015 0:00:00","APPROVED  ","8/4/2015 9:16:08",40.7763,-104.21702,566072,4514220
"5597","05-123-23786",400864833,"7/28/2015 10:36:46",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1801 BROADWAY #500                                ","DENVER                        ","CO","80202     ","05","123","23786","DILKA                              ","6-11           ","NWNW  ",6,"6N    ","63W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6882'-6894                    ","                         ","6815  ","7/21/2015 0:00:00","SI",0,0,0,407,402,398,394,-13,"Y","7/28/2015 10:36:46","APPROVED  ","9/3/2015 15:53:13",40.52033,-104.48706,543450,4485638
"5598","05-123-23791",401089437,"8/26/2016 14:33:22",46290,"K P KAUFFMAN COMPANY INC                          ","1675 BROADWAY, STE 2800                           ","DENVER                        ","CO"," 80202    ","05","123","23791","WOOLLEY                            ","42-7           ","SENE  ",7,"1N    ","68W    ","SHUT-IN             ","8/29/2011 0:00:00","SI/TA MAINTENANCE STATUS","-","SNSD  ","5082-5112                     ","                         ","5000  ","8/15/2016 0:00:00","SI",0,470,470,470,470,470,470,0,"Y","8/26/2016 14:33:22","APPROVED  ","9/2/2016 10:02:36",40.06764,-105.03989,496598,4435265
"5599","05-123-23791",200319725,"8/31/2011 0:00:00",46290,"K P KAUFFMAN COMPANY INC                          ","1675 BROADWAY, STE 2800                           ","DENVER                        ","CO","80202     ","05","123","23791","WOOLLEY                            ","42-7           ","SENE  ",7,"1N    ","68W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","SNSD  ","5112-5082                     ","NA                       ","5000  ","8/29/2011 0:00:00","TA",0,0,540,540,540,540,540,0,"","8/29/2011 0:00:00","APPROVED  ","8/31/2011 0:00:00",40.06764,-105.03989,496598,4435265
"5600","05-123-23830",401218662,"2/24/2017 13:42:26",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23830","ROBERTS                            ","36-22          ","SWSE  ",22,"3N    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-MIT TO MAINTAIN SHUT-IN STATUS","NB-CD ","7164-7316   7432-7449         ","                         ","6588  ","2/16/2017 0:00:00","TA",0,0,0,360,360,360,360,0,"Y","2/24/2017 13:42:26","APPROVED  ","1/19/2018 9:17:33",40.20463,-104.76143,520303,4450497
"5601","05-123-23839",402341862,"3/13/2020 8:34:32",10311,"SRC ENERGY INC                                    ","1675 BROADWAY SUITE 2600                          ","DENVER                        ","CO","80202     ","05","123","23839","SEGL                               ","17-24          ","SENW  ",24,"5N    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","7192-7416, 7512-7530          ","                         ","7142  ","3/6/2020 0:00:00","SI",0,NA,NA,511,511,511,511,0,"N","3/13/2020 8:34:32","APPROVED  ","3/30/2020 15:55:09",40.38623,-104.72655,523210,4470662
"5602","05-123-23849",2449919,"7/18/2013 0:00:00",24320,"DIAMOND OPERATING, INC.                           ","6666 GUNPARK DR  STE #200                         ","BOULDER                       ","CO","80301     ","05","123","23849","DUNBAR                             ","3              ","NESW  ",4,"9N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","6586-6636                     ","NA                       ","6525  ","7/8/2013 0:00:00","TA",0,NA,NA,350,346,341,338,-12,"N","7/15/2013 0:00:00","APPROVED  ","9/16/2013 0:00:00",40.776487,-104.21173,566518,4514244
"5603","05-123-23885",401098333,"8/24/2016 10:24:58",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23885","MORNING FRESH                      ","28-22          ","NENW  ",22,"3N    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-MIT TO MAINTAIN SHUT-IN STATUS","NB-CD ","7260-7440                     ","                         ","7150  ","8/23/2016 0:00:00","SI",0,0,0,340,340,340,340,0,"Y","8/24/2016 10:24:58","APPROVED  ","9/2/2016 10:02:59",40.21651,-104.76645,519873,4451814
"5604","05-123-23887",401564028,"3/6/2018 8:24:44",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23887","HEISMAN V                          ","28-19          ","NENW  ",28,"2N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","7420-7658                     ","                         ","7355  ","3/2/2018 0:00:00","SI",0,0,0,354,354,354,354,NA,"N","3/6/2018 8:24:44","APPROVED  ","3/6/2018 11:45:33",40.113205,-104.900214,508504,4440327
"5605","05-123-23894",200407159,"6/9/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23894","PRONGHORN                          ","31-9           ","NWNE  ",9,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","6025-6189                     ","NA                       ","5965  ","4/6/2014 0:00:00","TA",NA,NA,NA,449,437,427,417,-32,"N","4/30/2014 0:00:00","APPROVED  ","6/9/2014 0:00:00",40.42111,-104.21175,566870,4474796
"5606","05-123-23894",401989969,"3/29/2019 14:05:55",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23894","PRONGHORN                          ","31-9           ","NWNE  ",9,"5N    ","61W    ","SHUT-IN             ","4/6/2014 0:00:00","SI/TA MAINTENANCE STATUS","-","NB-CD ","6026-6190                     ","                         ","5965  ","3/26/2019 0:00:00","TA",48,NA,NA,548,544,541,538,-10,"N","3/29/2019 14:05:55","APPROVED  ","4/24/2019 13:16:04",40.42111,-104.21175,566870,4474796
"5607","05-123-23895",200406672,"6/3/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23895","PRONGHORN                          ","32-5           ","SWNE  ",5,"5N    ","61W    ","","","SI/TA MAINTENANCE STATUS","-","NBRR  ","6002-6010                     ","NA                       ","5950  ","5/14/2014 0:00:00","TA",NA,NA,NA,535,538,534,534,-1,"","5/23/2014 0:00:00","APPROVED  ","6/3/2014 0:00:00",40.43192,-104.23144,565189,4475981
"5608","05-123-23910",200406671,"6/3/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23910","PRONGHORN                          ","41-6           ","NENE  ",6,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","6012-6210                     ","NA                       ","5950  ","5/23/2014 0:00:00","TA",0,NA,NA,510,596,454,492,-18,"","","APPROVED  ","6/3/2014 0:00:00",40.43558,-104.24544,563998,4476377
"5609","05-123-23911",200407259,"6/10/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23911","PRONGHORN                          ","41-9           ","NENE  ",9,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","6118-6228                     ","NA                       ","6056  ","4/6/2014 0:00:00","TA",NA,NA,NA,452,450,448,447,-5,"N","4/30/2014 0:00:00","APPROVED  ","6/10/2014 0:00:00",40.42114,-104.207,567273,4474803
